Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
2012-01-03,76.3243,0.971439674,7.490636704,1.8485,1.2925,1.009,518.2,6.3001,1707.47,19.728,5.7138,0.768403258,53.23,3.814,76.66,1155.5,0.27815,3.1525,29.3454,13.6882,1.26486213,5.9436,0.3845,2.695,43.75,3.4277,3.64,32.1961,3.75,1.2925,8.0426,6.8152,0.9334,31.463,6.4062,3.6725,0.640573954,1,19.7
2012-01-04,76.3243,0.965903603,7.490636704,1.8304,1.2874,1.0135,514.34,6.3001,1709.534322,19.893,5.743,0.772320049,53.14,3.847,76.66,1150.9,0.2778,3.1393,29.2839,13.7144,1.26486213,5.9473,0.3845,2.696,43.758,3.432,3.64,32.1961,3.75,1.2874,8.1072,6.8152,0.9384,31.463,6.4062,3.6725,0.641190049,1,19.689
2012-01-05,76.3243,0.968710646,7.530120482,1.8432,1.2883,1.0197,512.23,6.3115,1711.598645,20.191,5.7949,0.779301746,52.78,3.854,76.73,1147.4,0.27825,3.1395,29.274,13.7409,1.26984127,5.987,0.3845,2.694,43.755,3.5081,3.64,32.1961,3.75,1.2883,8.1944,6.8493,0.9492,31.557,6.3886,3.6725,0.644329897,1,19.707
2012-01-06,76.3243,0.97837785,7.530120482,1.8416,1.2923,1.0232,511.8,6.3166,1713.662967,20.232,5.8195,0.782717595,52.78,3.839,77.19,1150.3,0.27825,3.1505,29.3709,13.7228,1.280901755,6.007,0.3845,2.693,43.921,3.5081,3.64,32.1961,3.75,1.2923,8.16315,6.8493,0.9516,31.637,6.3994,3.6725,0.645244548,1,19.707
2012-01-09,76.5183,0.983284169,7.530120482,1.8442,1.2994,1.0272,509.54,6.3236,1715.72729,20.284,5.8419,0.78566939,52.73,3.839,77.19,1158.4,0.27935,3.161,29.4965,13.7437,1.282051282,6.0159,0.3845,2.692,44.134,3.515,3.64,32.1961,3.75,1.2994,8.16475,6.9227,0.952,31.793,6.3931,3.6725,0.64758451,1,19.65
2012-01-10,76.3955,0.969838037,7.48502994,1.8442,1.2912,1.0164,512.4,6.3171,1717.791612,20.131,5.8054,0.780762024,52.23,3.833,76.87,1164.3,0.27895,3.14,29.5511,13.6204,1.270325203,5.9771,0.3845,2.691,44.246,3.5083,3.64,31.8729,3.75,1.2912,8.08605,6.9122,0.9498,31.708,6.3881,3.6725,0.646746863,1,19.593
2012-01-11,76.6448,0.972384286,7.524454477,1.8042,1.2925,1.0192,508.76,6.3155,1719.855935,20.315,5.8471,0.786287152,51.75,3.849,76.92,1158.7,0.2791,3.146,29.5658,13.6592,1.259445844,6.0155,0.3845,2.693,43.978,3.4919,3.64,31.6886,3.75,1.2925,8.1372,6.8987,0.9549,31.73,6.4038,3.6725,0.649899266,1,19.562
2012-01-12,76.4878,0.971250971,7.473841555,1.8048,1.2928,1.0198,506.91,6.323,1721.920257,20.084,5.839,0.785175879,51.83,3.836,76.91,1159.4,0.2793,3.142,29.5436,13.5982,1.254705144,6.0278,0.3845,2.691,44.006,3.4945,3.64,31.6807,3.75,1.2928,8.0288,6.9391,0.9488,31.833,6.4188,3.6725,0.65142336,1,19.587
2012-01-13,76.495,0.968992248,7.473841555,1.7874,1.2882,1.0245,501.47,6.3201,1723.98458,19.919,5.823,0.783024039,51.43,3.83,76.79,1158.8,0.2793,3.134,29.5323,13.6263,1.258653241,6.0238,0.3845,2.693,44.023,3.4323,3.64,31.583,3.75,1.2882,8.0476,6.9137,0.9467,31.775,6.4233,3.6725,0.652400835,1,19.6
2012-01-17,76.6668,0.963669654,7.462686567,1.7836,1.2862,1.0132,500.99,6.325,1726.048902,20.053,5.8134,0.781860829,51.07,3.834,76.83,1154,0.2792,3.1315,29.5602,13.4621,1.260080645,5.9918,0.3845,2.693,43.919,3.4215,3.64,31.5445,3.75,1.2862,8.0168,6.9329,0.947,31.834,6.3729,3.6725,0.650533437,1,19.6
2012-01-18,76.5907,0.961538462,7.462686567,1.776,1.282,1.014,496.68,6.3205,1728.113225,19.916,5.7951,0.779362481,50.67,3.813,76.69,1147,0.279,3.118,29.5553,13.3267,1.249531426,6.0046,0.3845,2.692,43.686,3.4,3.64,31.5428,3.75,1.282,8.03975,6.9153,0.9444,31.791,6.401,3.6725,0.650618087,1,19.531
2012-01-19,76.4492,0.962000962,7.396449704,1.7791,1.2777,1.0095,497.05,6.3173,1730.177547,19.603,5.7593,0.774533344,50.29,3.784,76.76,1143.1,0.27865,3.1037,29.4918,13.2516,1.24501992,5.9345,0.3845,2.692,43.509,3.3678,3.64,31.4777,3.75,1.2777,7.92985,6.843,0.9361,31.724,6.4032,3.6725,0.647668394,1,19.531
2012-01-20,76.4601,0.961446015,7.418397626,1.7648,1.2736,1.0143,491.93,6.3138,1732.24187,19.736,5.7636,0.775073632,50.33,3.783,77.12,1136.4,0.27865,3.1035,29.4221,13.224,1.24595066,5.9371,0.3845,2.691,43.339,3.3537,3.64,31.2879,3.75,1.2736,7.9646,6.7768,0.9359,31.543,6.3986,3.6725,0.646579594,1,19.562
2012-01-23,76.2026,0.953288847,7.390983001,1.767,1.2736,1.008,491.59,6.3138,1734.306192,19.474,5.7124,0.768226166,50.24,3.775,77.02,1136.4,0.27855,3.1035,29.4221,13.1383,1.24595066,5.8881,0.3845,2.69,43.339,3.3353,3.64,31.3325,3.75,1.2736,7.94245,6.783,0.9283,31.504,6.4035,3.6725,0.642343268,1,19.574
2012-01-24,76.3295,0.952925481,7.429420505,1.7528,1.2736,1.0097,487.87,6.3138,1736.370514,19.546,5.7181,0.769053295,49.97,3.787,76.99,1136.4,0.27815,3.1035,29.363,13.1712,1.233654083,5.8748,0.3845,2.691,43.299,3.297,3.64,30.8752,3.75,1.2736,7.99485,6.7464,0.9277,31.433,6.3819,3.6725,0.642549637,1,19.68
2012-01-25,76.3295,0.951203272,7.457121551,1.7649,1.2668,1.012,492.96,6.3138,1738.434837,19.597,5.7443,0.772678102,50.02,3.787,77.95,1134.7,0.27815,3.0805,29.2726,13.1319,1.231982259,5.9361,0.3845,2.692,43.186,3.299,3.64,30.667,3.75,1.2668,8.0362,6.7662,0.932,31.513,6.399,3.6725,0.642137032,1,19.721
2012-01-26,75.8871,0.951203272,7.315288954,1.7632,1.2584,0.9986,493.58,6.3138,1740.499159,19.178,5.6556,0.760745531,50.02,3.764,77.76,1126.3,0.2778,3.0405,29.2039,12.9325,1.224739743,5.817,0.3845,2.69,43.084,3.2233,3.64,30.36,3.75,1.2584,7.833,6.7523,0.9181,31.365,6.3946,3.6725,0.637755102,1,19.621
2012-01-27,75.4597,0.942063118,7.278020378,1.7389,1.2581,1.0013,485.64,6.3138,1742.563482,19.142,5.655,0.760745531,49.65,3.768,77.38,1121.6,0.2778,3.041,29.1759,12.9504,1.216841081,5.8159,0.3845,2.69,42.872,3.2163,3.64,30.3626,3.75,1.2581,7.7665,6.7837,0.9196,31.306,6.4053,3.6725,0.636739892,1,19.593
2012-01-30,75.5209,0.944376239,7.342143906,1.7436,1.2542,1.0032,485.35,6.3056,1744.627804,19.271,5.6706,0.762776506,49.5,3.766,76.68,1123.8,0.2773,3.0425,29.1255,13.0063,1.214771623,5.8589,0.3845,2.689,42.859,3.2433,3.64,30.3647,3.75,1.2542,7.85715,6.7768,0.9182,31.104,6.3901,3.6725,0.636861546,1,19.628
2012-01-31,75.3444,0.940114694,7.288629738,1.7509,1.2547,1.0052,488.99,6.3115,1746.692127,19.111,5.6425,0.758955677,49.68,3.733,76.36,1125,0.2772,3.0455,29.1257,13.0077,1.221150324,5.8106,0.3845,2.688,42.946,3.2032,3.64,30.3131,3.75,1.2547,7.7804,6.7519,0.9136,31.04,6.3892,3.6725,0.633352334,1,19.611
2012-02-01,75.3444,0.942507069,7.256894049,1.7391,1.2567,0.9971,488.75,6.3103,1748.756449,19.09,5.6423,0.759013283,49.53,3.737,76.2,1125.8,0.2776,3.0455,29.1257,12.89,1.211533802,5.8095,0.3845,2.688,42.919,3.1913,3.64,30.4067,3.75,1.2567,7.7355,6.7934,0.9178,31.031,6.3814,3.6725,0.633633253,1,19.549
2012-02-02,75.3444,0.933271115,7.256894049,1.7376,1.2465,0.9971,487.73,6.3075,1750.820772,19.202,5.677,0.763708569,49.13,3.727,76.14,1126.4,0.2776,3.0205,29.0411,12.89,1.199616123,5.8408,0.3845,2.69,42.9,3.1955,3.64,30.1855,3.75,1.2465,7.70745,6.7317,0.9176,30.908,6.3848,3.6725,0.631711939,1,19.491
2012-02-03,74.9458,0.936154278,7.204610951,1.7326,1.2484,0.9945,483.7,6.3102,1752.885094,19.045,5.6484,0.759878419,48.96,3.717,76.19,1118.5,0.2776,3.0225,29.04,12.712,1.200192031,5.8085,0.3845,2.69,42.713,3.1848,3.64,30.2385,3.75,1.2484,7.61635,6.7317,0.9156,30.942,6.3984,3.6725,0.631951466,1,19.491
2012-02-06,74.9458,0.93300989,7.215007215,1.7223,1.2447,0.9954,478.64,6.3108,1754.949417,19.152,5.7002,0.766753565,48.68,3.719,76.75,1118.9,0.2776,3.0225,29.075,12.712,1.200192031,5.8216,0.3845,2.69,42.731,3.2084,3.64,30.2324,3.75,1.2447,7.6386,6.7258,0.9248,30.923,6.4002,3.6725,0.634276291,1,19.491
2012-02-07,74.935,0.927815921,7.18907261,1.7249,1.2481,0.9948,481.09,6.3116,1757.013739,19.07,5.6689,0.762601998,48.92,3.732,76.71,1119.9,0.2776,3.0225,29.075,12.6472,1.199040767,5.8129,0.3845,2.687,42.731,3.1806,3.64,30.0871,3.75,1.2481,7.59225,6.7168,0.9201,30.94,6.3841,3.6725,0.632311097,1,19.448
2012-02-08,74.8024,0.926612305,7.153075823,1.7261,1.2435,0.997,479.98,6.3027,1759.078061,18.683,5.5995,0.753352418,49.07,3.7,76.95,1121.5,0.27705,3.004,29.0572,12.6833,1.196458483,5.7473,0.3845,2.687,42.541,3.1461,3.64,29.693,3.75,1.2435,7.5516,6.6602,0.9121,30.788,6.3944,3.6725,0.629802242,1,19.448
2012-02-09,74.7307,0.925925926,7.204610951,1.7195,1.2447,0.9941,477.13,6.3009,1761.142384,18.806,5.593,0.7525587,49.29,3.721,77.16,1116.7,0.27715,3.007,29.0048,12.72,1.197318008,5.742,0.3845,2.687,42.284,3.1487,3.64,29.6795,3.75,1.2447,7.6413,6.6415,0.9134,30.744,6.4016,3.6725,0.631672036,1,19.448
2012-02-10,74.8382,0.933445347,7.26744186,1.7225,1.2553,1.0016,475.29,6.2937,1763.206706,19.143,5.6352,0.758207597,49.64,3.713,77.64,1116.7,0.27715,3.0325,28.9635,12.7857,1.199616123,5.776,0.3845,2.684,42.193,3.1703,3.64,29.8923,3.75,1.2553,7.71825,6.6499,0.9131,30.819,6.4123,3.6725,0.631871604,1,19.466
2012-02-13,74.8382,0.931098696,7.23065799,1.726,1.2547,0.9996,478.39,6.2939,1765.271029,18.896,5.608,0.754489211,49.32,3.717,77.63,1121.2,0.27725,3.0255,28.9526,12.7392,1.207000604,5.7122,0.3845,2.684,42.347,3.1643,3.64,29.8873,3.75,1.2547,7.666,6.634,0.9119,30.834,6.4035,3.6725,0.633031588,1,19.474
2012-02-14,75.0138,0.936504963,7.272727273,1.7169,1.2636,0.9991,478.2,6.2947,1767.335351,19.052,5.6445,0.759359101,49.33,3.736,77.9,1123.2,0.27765,3.045,28.9693,12.7753,1.199040767,5.7218,0.3845,2.684,42.461,3.1801,3.64,30.0868,3.75,1.2636,7.71105,6.6796,0.9151,30.848,6.395,3.6725,0.635122261,1,19.502
2012-02-15,75.1536,0.931358853,7.26744186,1.7173,1.2585,0.9965,482.99,6.2958,1769.399674,19.245,5.6771,0.763825237,49.25,3.734,78.51,1123.6,0.27775,3.0335,29.0074,12.7658,1.200192031,5.7505,0.3845,2.684,42.643,3.166,3.64,29.944,3.75,1.2585,7.6785,6.677,0.9176,30.847,6.3809,3.6725,0.636739892,1,19.504
2012-02-16,75.1218,0.936066648,7.374631268,1.7158,1.2665,0.9962,482.75,6.2991,1771.463996,19.459,5.7257,0.770297335,49.25,3.771,78.43,1131.9,0.27825,3.0545,29.0559,12.8822,1.199760048,5.8169,0.3845,2.682,42.734,3.2502,3.64,30.2098,3.75,1.2665,7.8618,6.7587,0.9282,30.85,6.4012,3.6725,0.637714431,1,19.495
2012-02-17,74.8787,0.928332714,7.288629738,1.7326,1.2609,0.997,486.59,6.2951,1773.528319,18.997,5.6489,0.759936165,49.21,3.753,79.07,1127.8,0.27825,3.0485,29.0725,12.7856,1.200192031,5.6976,0.3845,2.682,42.841,3.179,3.64,29.9982,3.75,1.2609,7.73895,6.7206,0.9193,30.82,6.4142,3.6725,0.631751848,1,19.495
2012-02-21,74.5575,0.932487878,7.278020378,1.7136,1.2542,0.9955,482.18,6.296,1775.592641,18.845,5.6238,0.756315232,49.08,3.738,79.73,1122.7,0.27755,3.0235,29.0489,12.7408,1.190759705,5.6875,0.3845,2.679,42.498,3.1488,3.64,29.7796,3.75,1.2542,7.7286,6.6533,0.9143,30.745,6.4142,3.6725,0.632831287,1,19.495
2012-02-22,74.5753,0.938790837,7.278020378,1.7136,1.2587,1,481.5,6.2988,1777.656964,19.023,5.6208,0.755857899,49.25,3.752,80.04,1124.3,0.27775,3.0255,29.0109,12.8296,1.199184555,5.6689,0.3845,2.68,42.631,3.1635,3.64,29.7692,3.75,1.2587,7.7157,6.6432,0.9127,30.626,6.4142,3.6725,0.636942675,1,19.441
2012-02-23,74.4718,0.939319932,7.262164125,1.7076,1.2588,0.9985,483.57,6.3031,1779.721286,18.854,5.592,0.751879699,49.25,3.755,80.19,1126.3,0.27775,3.0246,28.9682,12.8294,1.206563707,5.6173,0.3845,2.679,42.772,3.138,3.64,29.7692,3.75,1.2588,7.69335,6.6449,0.9064,30.464,6.38,3.6725,0.636334712,1,19.417
2012-02-24,74.4718,0.931272118,7.194244604,1.704,1.2533,0.9988,481.08,6.2965,1781.785609,18.662,5.5444,0.745600954,49.07,3.756,80.55,1128.3,0.27775,3.0075,28.9219,12.8675,1.195886152,5.576,0.3845,2.678,42.768,3.1103,3.64,29.449,3.75,1.2533,7.583,6.6169,0.8983,30.326,6.3988,3.6725,0.632871337,1,19.374
2012-02-27,74.5747,0.935541211,7.215007215,1.7098,1.2568,0.9983,479.08,6.2985,1783.849931,18.709,5.5542,0.746937556,49.05,3.803,81.15,1124.7,0.27775,3.0175,28.8516,12.8779,1.19474313,5.6002,0.3845,2.678,42.715,3.1176,3.64,29.1264,3.75,1.2568,7.63855,6.5781,0.8991,30.435,6.4038,3.6725,0.630278583,1,19.35
2012-02-28,74.4707,0.927902014,7.142857143,1.7088,1.2532,0.9956,481.27,6.2961,1785.914253,18.509,5.5266,0.743273376,49.14,3.785,80.25,1128.4,0.27705,3.011,28.7961,12.8575,1.190617931,5.5597,0.3845,2.677,43.038,3.0977,3.64,28.9503,3.75,1.2532,7.5304,6.5634,0.8964,30.399,6.3821,3.6725,0.630914826,1,19.299
2012-02-29,74.4349,0.924556213,7.10732054,1.7024,1.2474,0.9866,477.41,6.2919,1787.978576,18.479,5.5312,0.743881574,48.94,3.766,80.65,1126.5,0.27685,3,28.7562,12.7891,1.193744777,5.5349,0.3845,2.676,42.864,3.073,3.64,29.0253,3.75,1.2474,7.431,6.5585,0.8967,30.25,6.379,3.6725,0.627234523,1,19.288
2012-03-01,74.7252,0.929108984,7.132667618,1.7092,1.2493,0.9849,476.27,6.3016,1790.042898,18.693,5.5849,0.751201923,49.15,3.784,81.2,1126.5,0.27745,3,28.8053,12.7764,1.198753297,5.5758,0.3845,2.675,42.722,3.0887,3.64,29.2889,3.75,1.2493,7.46925,6.6116,0.9044,30.5,6.3913,3.6725,0.627077193,1,19.313
2012-03-02,74.7081,0.926526452,7.168458781,1.7152,1.2483,0.9888,480.62,6.298,1792.107221,18.698,5.625,0.756601347,49.35,3.791,81.48,1120.1,0.27745,2.9977,28.7866,12.7723,1.191327138,5.6144,0.3845,2.675,42.759,3.1023,3.64,29.296,3.75,1.2483,7.50395,6.6497,0.9109,30.6189,6.4156,3.6725,0.628851717,1,19.372
2012-03-05,74.596,0.933096949,7.199424046,1.7245,1.2568,0.9936,484.47,6.3121,1794.171543,18.739,5.6234,0.756429652,49.8,3.8,81.58,1114.5,0.27815,3.016,28.8782,12.8339,1.203804021,5.6127,0.3845,2.674,42.672,3.1355,3.64,29.2892,3.75,1.2568,7.57425,6.6884,0.9148,30.65,6.3982,3.6725,0.632271118,1,19.433
2012-03-06,74.5578,0.942151875,7.23065799,1.7314,1.2614,1.0015,485.06,6.3141,1796.235866,18.905,5.6522,0.760282825,50.03,3.814,81.41,1118.4,0.27805,3.0215,28.9728,12.9777,1.218620522,5.6656,0.3845,2.675,42.821,3.1557,3.64,29.4508,3.75,1.2614,7.6232,6.7192,0.918,30.689,6.394,3.6725,0.634075201,1,19.569
2012-03-07,74.5542,0.948856628,7.26744186,1.7556,1.2616,0.9993,489.68,6.3213,1798.300188,18.957,5.6665,0.762195122,50.57,3.808,80.72,1120.3,0.2782,3.0295,29.0601,12.9469,1.23061777,5.6768,0.3845,2.674,42.913,3.1631,3.64,29.6621,3.75,1.2616,7.65445,6.7898,0.9179,30.689,6.391,3.6725,0.635647089,1,19.587
2012-03-08,74.298,0.943218261,7.178750897,1.7692,1.2564,0.9921,491.57,6.3235,1800.364511,18.706,5.6143,0.755172935,50.57,3.808,81.3,1126.4,0.2782,3.017,29.1321,12.784,1.22488976,5.6041,0.3845,2.671,42.987,3.122,3.64,29.6621,3.75,1.2564,7.5133,6.772,0.9107,30.623,6.3964,3.6725,0.632751202,1,19.588
2012-03-09,74.5186,0.938262338,7.178750897,1.7697,1.2522,0.9895,485.03,6.3073,1802.428833,18.735,5.6366,0.758092639,50.02,3.808,81.62,1119.8,0.2782,3.0035,29.1101,12.6299,1.213297743,5.6554,0.3845,2.668,42.687,3.1126,3.64,29.6621,3.75,1.2522,7.52415,6.7264,0.9116,30.54,6.407,3.6725,0.633111744,1,19.554
2012-03-12,74.5504,0.949397133,7.23065799,1.7767,1.2594,0.9935,483.46,6.3282,1804.493156,18.723,5.6672,0.762253221,49.94,3.786,82.24,1116.1,0.2787,3.0245,29.1101,12.715,1.21980971,5.7013,0.3845,2.668,42.503,3.1285,3.64,29.6666,3.75,1.2594,7.582,6.8098,0.9198,30.642,6.4135,3.6725,0.639427073,1,19.707
2012-03-13,74.6323,0.947597839,7.23065799,1.8157,1.2558,0.9905,484.81,6.3259,1806.557478,18.832,5.6941,0.765872712,49.85,3.775,82.35,1122.1,0.2784,3.0215,29.1053,12.6336,1.22159785,5.7069,0.3845,2.669,42.682,3.1288,3.64,29.5091,3.75,1.2558,7.5585,6.7885,0.9198,30.59,6.4103,3.6725,0.638977636,1,19.579
2012-03-14,74.6144,0.948136911,7.272727273,1.8102,1.2607,0.9915,484.71,6.3328,1808.621801,18.845,5.692,0.765579544,49.9,3.787,83.15,1121.5,0.2789,3.0375,29.0986,12.6719,1.215805471,5.7778,0.3845,2.669,42.565,3.1699,3.64,29.5125,3.75,1.2607,7.63165,6.8016,0.9256,30.709,6.3998,3.6725,0.636699351,1,19.567
2012-03-15,74.6784,0.955383587,7.293946025,1.8146,1.2674,0.9929,485.71,6.3359,1810.686123,18.809,5.6941,0.765872712,50.22,3.784,83.98,1123.8,0.27925,3.0605,29.1119,12.6591,1.234415504,5.795,0.3845,2.671,42.734,3.1723,3.64,29.5822,3.75,1.2674,7.6677,6.847,0.9266,30.808,6.4119,3.6725,0.637714431,1,19.475
2012-03-16,74.5327,0.949126803,7.246376812,1.8006,1.2598,0.9914,484.53,6.32,1812.750445,18.682,5.6691,0.762427569,50.31,3.769,83.55,1129.1,0.27925,3.05,29.1393,12.6645,1.220256254,5.7548,0.3845,2.669,43.061,3.1688,3.64,29.3578,3.75,1.2598,7.629,6.7874,0.9233,30.709,6.4002,3.6725,0.635525898,1,19.417
2012-03-19,74.5327,0.942684766,7.225433526,1.8018,1.2579,0.988,480.9,6.3082,1814.814768,18.653,5.6544,0.760456274,50.12,3.762,83.53,1124.4,0.27845,3.0525,29.1014,12.6645,1.211680601,5.7418,0.3845,2.669,42.927,3.1361,3.64,29.2224,3.75,1.2579,7.56715,6.7662,0.9168,30.696,6.404,3.6725,0.630119723,1,19.475
2012-03-20,74.5327,0.946073794,7.251631617,1.809,1.2583,0.9933,482.83,6.3029,1816.87909,18.537,5.6337,0.757690559,50.25,3.749,83.53,1123,0.2782,3.059,29.0629,12.6935,1.210360687,5.763,0.3845,2.67,42.936,3.1288,3.64,29.1652,3.75,1.2583,7.6177,6.7362,0.9137,30.753,6.4156,3.6725,0.631352989,1,19.558
2012-03-21,74.5327,0.953107129,7.262164125,1.8259,1.2629,0.9931,485.61,6.3092,1818.943413,18.617,5.6222,0.756143667,50.59,3.743,83.66,1123.1,0.2782,3.086,29.0418,12.6833,1.223840411,5.7546,0.3845,2.67,42.925,3.1173,3.64,29.2079,3.75,1.2629,7.6177,6.7182,0.9109,30.763,6.4018,3.6725,0.631074088,1,19.55
2012-03-22,74.5327,0.962000962,7.304601899,1.8267,1.2637,1.0003,484.98,6.3004,1821.007735,18.787,5.6474,0.759474444,50.91,3.755,83.3,1127.4,0.2782,3.0802,29.028,12.833,1.2318305,5.7902,0.3845,2.669,43.025,3.168,3.64,29.2447,3.75,1.2637,7.73675,6.7601,0.916,30.775,6.4031,3.6725,0.63319192,1,19.568
2012-03-23,74.5327,0.961815908,7.293946025,1.825,1.2628,0.9982,487.72,6.2891,1823.072058,18.674,5.6151,0.755172935,50.91,3.735,82.71,1135.3,0.2782,3.0775,29.028,12.833,1.233958539,5.768,0.3845,2.669,43.049,3.168,3.64,29.4038,3.75,1.2628,7.72405,6.7449,0.911,30.779,6.4187,3.6725,0.632071298,1,19.56
2012-03-26,74.1274,0.956846235,7.235890014,1.8194,1.2606,0.9922,489.54,6.2858,1825.13638,18.551,5.6008,0.753238927,51.31,3.734,82.7,1133.8,0.278,3.0705,29.0273,12.6795,1.221448638,5.7314,0.3845,2.67,43.05,3.1348,3.64,29.2311,3.75,1.2606,7.60935,6.7476,0.9104,30.764,6.4026,3.6725,0.629960942,1,19.53
2012-03-27,74.0705,0.950841495,7.209805335,1.8143,1.2588,0.9928,486.31,6.284,1827.200703,18.455,5.5769,0.75001875,50.91,3.715,82.87,1138.1,0.27765,3.0695,28.9757,12.6706,1.214919208,5.6784,0.3845,2.67,42.976,3.0939,3.64,28.9468,3.75,1.2588,7.57525,6.681,0.9027,30.693,6.422,3.6725,0.626802056,1,19.528
2012-03-28,74.1451,0.959048624,7.272727273,1.8135,1.2568,0.9984,486.42,6.2912,1829.265025,18.448,5.5755,0.749793807,50.92,3.724,82.98,1136.8,0.27765,3.0645,28.9255,12.8039,1.218472036,5.7067,0.3845,2.669,42.942,3.11,3.64,29.0845,3.75,1.2568,7.6575,6.6506,0.9034,30.758,6.4162,3.6725,0.628338046,1,19.541
2012-03-29,74.2446,0.964227172,7.304601899,1.8223,1.2577,0.9999,488.71,6.2932,1831.329348,18.674,5.6037,0.753465943,51.15,3.734,82.65,1137.2,0.27775,3.0685,28.8906,12.8489,1.223091977,5.7505,0.3845,2.668,42.942,3.1234,3.64,29.2853,3.75,1.2577,7.7321,6.6385,0.9072,30.849,6.4044,3.6725,0.629881582,1,19.593
2012-03-30,74.0811,0.961353586,7.262164125,1.8334,1.2572,0.9991,489.76,6.2943,1833.39367,18.521,5.5705,0.748727164,51.16,3.715,82.15,1137.8,0.27775,3.068,28.8828,12.8093,1.223540927,5.6933,0.3845,2.666,43,3.1191,3.64,29.3282,3.75,1.2572,7.6733,6.6209,0.9031,30.844,6.4169,3.6725,0.624648635,1,19.542
2012-04-02,74.1345,0.962371283,7.262164125,1.8221,1.2553,0.9917,487.44,6.2943,1835.457992,18.597,5.5865,0.750807118,51.16,3.723,83,1134.2,0.2777,3.056,28.8982,12.7691,1.215362178,5.669,0.3845,2.666,42.934,3.1017,3.64,29.3479,3.75,1.2553,7.6575,6.6046,0.9027,30.808,6.4169,3.6725,0.623441397,1,19.501
2012-04-03,74.1274,0.961446015,7.26744186,1.8314,1.2515,0.991,485.76,6.2943,1837.522315,18.49,5.588,0.75103267,50.56,3.723,81.85,1128.1,0.27745,3.048,28.8941,12.7317,1.211974306,5.6778,0.3845,2.667,42.777,3.099,3.64,29.2944,3.75,1.2515,7.6898,6.5904,0.9021,30.806,6.4114,3.6725,0.624336642,1,19.482
2012-04-04,74.49,0.972478849,7.374631268,1.8256,1.2571,0.9962,482.17,6.2943,1839.586637,18.714,5.661,0.76091919,51.05,3.745,82.85,1123.4,0.2782,3.0615,28.9265,12.8155,1.222942399,5.7409,0.3845,2.666,42.663,3.1503,3.64,29.4285,3.75,1.2571,7.826,6.6687,0.9141,30.964,6.4159,3.6725,0.63000063,1,19.487
2012-04-05,74.6394,0.970496894,7.390983001,1.8316,1.2579,0.9928,483.78,6.3035,1841.65096,18.902,5.661,0.765228038,51.05,3.744,82.25,1127.8,0.2783,3.0635,28.9885,12.8155,1.226542377,5.7409,0.3845,2.666,42.663,3.1678,3.64,29.4303,3.75,1.2579,7.84605,6.701,0.9191,31.003,6.4118,3.6725,0.631991405,1,19.487
2012-04-06,74.6287,0.970496894,7.390983001,1.8301,1.2579,0.9928,483.78,6.3072,1843.715282,18.848,5.661,0.765228038,51.05,3.744,82.26,1129.5,0.2783,3.0625,29.1261,12.8155,1.226542377,5.7409,0.3845,2.666,42.663,3.1814,3.64,29.4606,3.75,1.2579,7.84605,6.701,0.9191,31.003,6.3929,3.6725,0.631991405,1,19.487
2012-04-09,74.3215,0.970496894,7.390983001,1.8301,1.2608,0.9972,486.07,6.3021,1845.779605,18.848,5.661,0.765228038,51.28,3.744,81.48,1130.7,0.2785,3.0725,29.1314,12.9902,1.226542377,5.7409,0.3845,2.666,42.663,3.1814,3.64,29.6358,3.75,1.2608,7.84605,6.701,0.9191,31.003,6.3929,3.6725,0.629802242,1,19.477
2012-04-10,74.2153,0.969180074,7.434944238,1.826,1.2595,1.0028,486.1,6.3048,1847.843927,18.899,5.6729,0.762543846,51.2,3.744,81.77,1137.6,0.2782,3.0685,29.1978,13.1568,1.217581882,5.7812,0.3845,2.666,42.821,3.1904,3.64,29.6359,3.75,1.2595,7.93395,6.776,0.9195,30.948,6.3929,3.6725,0.632071298,1,19.511
